pathway,GO
GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,GO:0010866
GOBP_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS,GO:0010896
GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,GO:0090207
GOBP_REGULATION_OF_TUBE_SIZE,GO:0035150
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,GO:0010803
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,GO:2000074
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION,GO:0061469
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,GO:0060338
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:2000058
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,GO:1904666
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,GO:0051438
GOBP_REGULATION_OF_UBIQUITIN_SPECIFIC_PROTEASE_ACTIVITY,GO:2000152
GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,GO:2001279
GOBP_REGULATION_OF_URINE_VOLUME,GO:0035809
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION,GO:0044088
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEDIFFERENTIATION,GO:1905174
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:1905063
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION,GO:0003056
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO:0030947
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY,GO:0043114
GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING,GO:0061043
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,GO:1901342
GOBP_REGULATION_OF_VASCULOGENESIS,GO:2001212
GOBP_REGULATION_OF_VASOCONSTRICTION,GO:0019229
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,GO:0098911
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION,GO:0060373
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,GO:0060307
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,GO:0010915
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,GO:0010901
GOBP_REGULATION_OF_VESICLE_FUSION,GO:0031338
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,GO:0060627
GOBP_REGULATION_OF_VESICLE_SIZE,GO:0097494
GOBP_REGULATION_OF_VESICLE_TRANSPORT_ALONG_MICROTUBULE,GO:1901608
GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,GO:0046596
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION,GO:0045069
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,GO:0039531
GOBP_REGULATION_OF_VIRAL_PROCESS,GO:0050792
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION,GO:0046782
GOBP_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS,GO:0060556
GOBP_REGULATION_OF_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY,GO:0070562
GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS,GO:0030656
GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,GO:1901385
GOBP_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY_INVOLVED_IN_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_REPOLARIZATION,GO:1903760
GOBP_REGULATION_OF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY,GO:1905150
GOBP_REGULATION_OF_WATER_LOSS_VIA_SKIN,GO:0033561
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,GO:0030111
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,GO:0003307
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY,GO:2000095
GOBP_REGULATION_OF_WOUND_HEALING,GO:0061041
GOBP_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS,GO:1903689
GOBP_REGULATION_OF_XENOPHAGY,GO:1904415
GOBP_REGULATORY_T_CELL_DIFFERENTIATION,GO:0045066
GOBP_RELAXATION_OF_CARDIAC_MUSCLE,GO:0055119
GOBP_RELAXATION_OF_MUSCLE,GO:0090075
GOBP_RELAXATION_OF_SMOOTH_MUSCLE,GO:0044557
GOBP_RELAXATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE,GO:0060087
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,GO:0001836
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,GO:1903514
GOBP_RENAL_ABSORPTION,GO:0070293
GOBP_RENAL_CONTROL_OF_PERIPHERAL_VASCULAR_RESISTANCE_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003072
GOBP_RENAL_FILTRATION,GO:0097205
GOBP_RENAL_PROTEIN_ABSORPTION,GO:0097017
GOBP_RENAL_SODIUM_EXCRETION,GO:0035812
GOBP_RENAL_SODIUM_ION_ABSORPTION,GO:0070294
GOBP_RENAL_SODIUM_ION_TRANSPORT,GO:0003096
GOBP_RENAL_SYSTEM_PROCESS,GO:0003014
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME,GO:0001977
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003071
GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT,GO:0061437
GOBP_RENAL_SYSTEM_VASCULATURE_MORPHOGENESIS,GO:0061438
GOBP_RENAL_TUBULAR_SECRETION,GO:0097254
GOBP_RENAL_TUBULE_DEVELOPMENT,GO:0061326
GOBP_RENAL_VESICLE_DEVELOPMENT,GO:0072087
GOBP_RENAL_VESICLE_FORMATION,GO:0072033
GOBP_RENAL_WATER_ABSORPTION,GO:0070295
GOBP_RENAL_WATER_HOMEOSTASIS,GO:0003091
GOBP_RENAL_WATER_TRANSPORT,GO:0003097
GOBP_RENIN_SECRETION_INTO_BLOOD_STREAM,GO:0002001
GOBP_REPLACEMENT_OSSIFICATION,GO:0036075
GOBP_REPLICATION_BORN_DOUBLE_STRAND_BREAK_REPAIR_VIA_SISTER_CHROMATID_EXCHANGE,GO:1990414
GOBP_REPLICATION_FORK_PROCESSING,GO:0031297
GOBP_REPLICATION_FORK_PROTECTION,GO:0048478
GOBP_REPLICATION_FORK_REVERSAL,GO:0071932
GOBP_REPLICATIVE_SENESCENCE,GO:0090399
GOBP_REPRODUCTION,GO:0000003
GOBP_REPRODUCTIVE_BEHAVIOR,GO:0019098
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,GO:0061458
GOBP_RESCUE_OF_STALLED_RIBOSOME,GO:0072344
GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES,GO:0000712
GOBP_RESOLUTION_OF_RECOMBINATION_INTERMEDIATES,GO:0071139
GOBP_RESPIRATORY_BURST,GO:0045730
GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE,GO:0002679
GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE,GO:0002536
GOBP_RESPIRATORY_CHAIN_COMPLEX_III_ASSEMBLY,GO:0017062
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,GO:0008535
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,GO:0022904
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM,GO:0007585
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,GO:0060541
GOBP_RESPIRATORY_SYSTEM_PROCESS,GO:0003016
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS,GO:0009628
GOBP_RESPONSE_TO_ACETYLCHOLINE,GO:1905144
GOBP_RESPONSE_TO_ACID_CHEMICAL,GO:0001101
GOBP_RESPONSE_TO_ACIDIC_PH,GO:0010447
GOBP_RESPONSE_TO_ACTINOMYCIN_D,GO:0072716
GOBP_RESPONSE_TO_ACTIVITY,GO:0014823
GOBP_RESPONSE_TO_ALCOHOL,GO:0097305
GOBP_RESPONSE_TO_ALDOSTERONE,GO:1904044
GOBP_RESPONSE_TO_ALKALOID,GO:0043279
GOBP_RESPONSE_TO_AMINE,GO:0014075
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION,GO:1990928
GOBP_RESPONSE_TO_AMMONIUM_ION,GO:0060359
GOBP_RESPONSE_TO_AMPHETAMINE,GO:0001975
GOBP_RESPONSE_TO_AMYLOID_BETA,GO:1904645
GOBP_RESPONSE_TO_ANGIOTENSIN,GO:1990776
GOBP_RESPONSE_TO_ANTIBIOTIC,GO:0046677
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,GO:0046685
GOBP_RESPONSE_TO_ATP,GO:0033198
GOBP_RESPONSE_TO_AUDITORY_STIMULUS,GO:0010996
GOBP_RESPONSE_TO_AXON_INJURY,GO:0048678
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN,GO:0032493
GOBP_RESPONSE_TO_BACTERIUM,GO:0009617
GOBP_RESPONSE_TO_BILE_ACID,GO:1903412
GOBP_RESPONSE_TO_BLUE_LIGHT,GO:0009637
GOBP_RESPONSE_TO_BMP,GO:0071772
GOBP_RESPONSE_TO_CADMIUM_ION,GO:0046686
GOBP_RESPONSE_TO_CAFFEINE,GO:0031000
GOBP_RESPONSE_TO_CALCIUM_ION,GO:0051592
GOBP_RESPONSE_TO_CAMP,GO:0051591
GOBP_RESPONSE_TO_CAMPTOTHECIN,GO:1901563
GOBP_RESPONSE_TO_CARBOHYDRATE,GO:0009743
GOBP_RESPONSE_TO_CATECHOLAMINE,GO:0071869
GOBP_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING,GO:0072396
GOBP_RESPONSE_TO_CGMP,GO:0070305
GOBP_RESPONSE_TO_CHEMOKINE,GO:1990868
GOBP_RESPONSE_TO_CHOLESTEROL,GO:0070723
GOBP_RESPONSE_TO_CISPLATIN,GO:0072718
GOBP_RESPONSE_TO_COBALT_ION,GO:0032025
GOBP_RESPONSE_TO_COCAINE,GO:0042220
GOBP_RESPONSE_TO_COLD,GO:0009409
GOBP_RESPONSE_TO_COPPER_ION,GO:0046688
GOBP_RESPONSE_TO_CORTICOSTEROID,GO:0031960
GOBP_RESPONSE_TO_CORTICOSTERONE,GO:0051412
GOBP_RESPONSE_TO_CORTICOTROPIN_RELEASING_HORMONE,GO:0043435
GOBP_RESPONSE_TO_CORTISOL,GO:0051414
GOBP_RESPONSE_TO_CYTOKINE,GO:0034097
GOBP_RESPONSE_TO_DEXAMETHASONE,GO:0071548
GOBP_RESPONSE_TO_DIACYL_BACTERIAL_LIPOPEPTIDE,GO:0071724
GOBP_RESPONSE_TO_DIETARY_EXCESS,GO:0002021
GOBP_RESPONSE_TO_DISACCHARIDE,GO:0034285
GOBP_RESPONSE_TO_DOPAMINE,GO:1903350
GOBP_RESPONSE_TO_DSRNA,GO:0043331
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS,GO:0051602
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS,GO:0009719
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:0034976
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,GO:0070849
GOBP_RESPONSE_TO_EPINEPHRINE,GO:0071871
GOBP_RESPONSE_TO_ERYTHROPOIETIN,GO:0036017
GOBP_RESPONSE_TO_ESTRADIOL,GO:0032355
GOBP_RESPONSE_TO_ESTROGEN,GO:0043627
GOBP_RESPONSE_TO_ETHANOL,GO:0045471
GOBP_RESPONSE_TO_ETHER,GO:0045472
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS,GO:0009991
GOBP_RESPONSE_TO_FATTY_ACID,GO:0070542
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,GO:0071774
GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS,GO:0034405
GOBP_RESPONSE_TO_FLUORIDE,GO:1902617
GOBP_RESPONSE_TO_FOLIC_ACID,GO:0051593
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE,GO:0032354
GOBP_RESPONSE_TO_FOOD,GO:0032094
GOBP_RESPONSE_TO_FORSKOLIN,GO:1904321
GOBP_RESPONSE_TO_FRUCTOSE,GO:0009750
GOBP_RESPONSE_TO_FUNGUS,GO:0009620
GOBP_RESPONSE_TO_GAMMA_RADIATION,GO:0010332
GOBP_RESPONSE_TO_GLUCAGON,GO:0033762
GOBP_RESPONSE_TO_GLYCOPROTEIN,GO:1904587
GOBP_RESPONSE_TO_GLYCOSIDE,GO:1903416
GOBP_RESPONSE_TO_GONADOTROPIN,GO:0034698
GOBP_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE,GO:0097210
GOBP_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR,GO:0097012
GOBP_RESPONSE_TO_GRAVITY,GO:0009629
GOBP_RESPONSE_TO_GROWTH_FACTOR,GO:0070848
GOBP_RESPONSE_TO_GROWTH_HORMONE,GO:0060416
GOBP_RESPONSE_TO_HEAT,GO:0009408
GOBP_RESPONSE_TO_HEPARIN,GO:0071503
GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR,GO:0035728
GOBP_RESPONSE_TO_HERBICIDE,GO:0009635
GOBP_RESPONSE_TO_HISTAMINE,GO:0034776
GOBP_RESPONSE_TO_HORMONE,GO:0009725
GOBP_RESPONSE_TO_HUMAN_CHORIONIC_GONADOTROPIN,GO:0044752
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,GO:0042542
GOBP_RESPONSE_TO_HYDROPEROXIDE,GO:0033194
GOBP_RESPONSE_TO_HYDROSTATIC_PRESSURE,GO:0051599
GOBP_RESPONSE_TO_HYDROXYUREA,GO:0072710
GOBP_RESPONSE_TO_HYPEROXIA,GO:0055093
GOBP_RESPONSE_TO_IMMOBILIZATION_STRESS,GO:0035902
GOBP_RESPONSE_TO_INACTIVITY,GO:0014854
GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS,GO:0036296
GOBP_RESPONSE_TO_INDOLE_3_METHANOL,GO:0071680
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE,GO:0010035
GOBP_RESPONSE_TO_INSECTICIDE,GO:0017085
GOBP_RESPONSE_TO_INSULIN,GO:0032868
GOBP_RESPONSE_TO_INTERFERON_ALPHA,GO:0035455
GOBP_RESPONSE_TO_INTERFERON_BETA,GO:0035456
GOBP_RESPONSE_TO_INTERFERON_GAMMA,GO:0034341
GOBP_RESPONSE_TO_INTERLEUKIN_1,GO:0070555
GOBP_RESPONSE_TO_INTERLEUKIN_12,GO:0070671
GOBP_RESPONSE_TO_INTERLEUKIN_15,GO:0070672
GOBP_RESPONSE_TO_INTERLEUKIN_17,GO:0097396
GOBP_RESPONSE_TO_INTERLEUKIN_18,GO:0070673
GOBP_RESPONSE_TO_INTERLEUKIN_2,GO:0070669
GOBP_RESPONSE_TO_INTERLEUKIN_3,GO:0036015
GOBP_RESPONSE_TO_INTERLEUKIN_4,GO:0070670
GOBP_RESPONSE_TO_INTERLEUKIN_6,GO:0070741
GOBP_RESPONSE_TO_INTERLEUKIN_7,GO:0098760
GOBP_RESPONSE_TO_IONIZING_RADIATION,GO:0010212
GOBP_RESPONSE_TO_IRON_II_ION,GO:0010040
GOBP_RESPONSE_TO_IRON_ION,GO:0010039
GOBP_RESPONSE_TO_ISCHEMIA,GO:0002931
GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID,GO:0014072
GOBP_RESPONSE_TO_KETONE,GO:1901654
GOBP_RESPONSE_TO_L_ASCORBIC_ACID,GO:0033591
GOBP_RESPONSE_TO_L_GLUTAMATE,GO:1902065
GOBP_RESPONSE_TO_L_PHENYLALANINE_DERIVATIVE,GO:1904386
GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS,GO:0034616
GOBP_RESPONSE_TO_LEAD_ION,GO:0010288
GOBP_RESPONSE_TO_LECTIN,GO:1990840
GOBP_RESPONSE_TO_LEPTIN,GO:0044321
GOBP_RESPONSE_TO_LEUCINE,GO:0043201
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,GO:1990823
GOBP_RESPONSE_TO_LIGHT_INTENSITY,GO:0009642
GOBP_RESPONSE_TO_LIGHT_STIMULUS,GO:0009416
GOBP_RESPONSE_TO_LIPID,GO:0033993
GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID,GO:0070391
GOBP_RESPONSE_TO_LITHIUM_ION,GO:0010226
GOBP_RESPONSE_TO_LUTEINIZING_HORMONE,GO:0034699
GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR,GO:0036005
GOBP_RESPONSE_TO_MAGNESIUM_ION,GO:0032026
GOBP_RESPONSE_TO_MANGANESE_ION,GO:0010042
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,GO:0009612
GOBP_RESPONSE_TO_MERCURY_ION,GO:0046689
GOBP_RESPONSE_TO_METAL_ION,GO:0010038
GOBP_RESPONSE_TO_METHYLMERCURY,GO:0051597
GOBP_RESPONSE_TO_MINERALOCORTICOID,GO:0051385
GOBP_RESPONSE_TO_MISFOLDED_PROTEIN,GO:0051788
GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION,GO:0098780
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,GO:0002237
GOBP_RESPONSE_TO_MOLECULE_OF_FUNGAL_ORIGIN,GO:0002238
GOBP_RESPONSE_TO_MONOSACCHARIDE,GO:0034284
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE,GO:0032495
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY,GO:0014850
GOBP_RESPONSE_TO_MUSCLE_INACTIVITY,GO:0014870
GOBP_RESPONSE_TO_MUSCLE_STRETCH,GO:0035994
GOBP_RESPONSE_TO_NEMATODE,GO:0009624
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR,GO:1990089
GOBP_RESPONSE_TO_NICOTINE,GO:0035094
GOBP_RESPONSE_TO_NITRIC_OXIDE,GO:0071731
GOBP_RESPONSE_TO_NITROGEN_COMPOUND,GO:1901698
GOBP_RESPONSE_TO_NITROSATIVE_STRESS,GO:0051409
GOBP_RESPONSE_TO_NUTRIENT,GO:0007584
GOBP_RESPONSE_TO_ODORANT,GO:1990834
GOBP_RESPONSE_TO_OLEIC_ACID,GO:0034201
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,GO:0014070
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,GO:0046683
GOBP_RESPONSE_TO_OSMOTIC_STRESS,GO:0006970
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,GO:0006979
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,GO:1901700
GOBP_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION,GO:0090649
GOBP_RESPONSE_TO_OXYGEN_LEVELS,GO:0070482
GOBP_RESPONSE_TO_OXYGEN_RADICAL,GO:0000305
GOBP_RESPONSE_TO_OZONE,GO:0010193
GOBP_RESPONSE_TO_PAIN,GO:0048265
GOBP_RESPONSE_TO_PARATHYROID_HORMONE,GO:0071107
GOBP_RESPONSE_TO_PEPTIDE,GO:1901652
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,GO:0043434
GOBP_RESPONSE_TO_PEPTIDOGLYCAN,GO:0032494
GOBP_RESPONSE_TO_PH,GO:0009268
GOBP_RESPONSE_TO_PHEROMONE,GO:0019236
GOBP_RESPONSE_TO_PHORBOL_13_ACETATE_12_MYRISTATE,GO:1904627
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR,GO:0036119
GOBP_RESPONSE_TO_POTASSIUM_ION,GO:0035864
GOBP_RESPONSE_TO_PROGESTERONE,GO:0032570
GOBP_RESPONSE_TO_PROSTAGLANDIN,GO:0034694
GOBP_RESPONSE_TO_PROSTAGLANDIN_E,GO:0034695
GOBP_RESPONSE_TO_PROTOZOAN,GO:0001562
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,GO:0014074
GOBP_RESPONSE_TO_RADIATION,GO:0009314
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,GO:0000302
GOBP_RESPONSE_TO_REDOX_STATE,GO:0051775
GOBP_RESPONSE_TO_RETINOIC_ACID,GO:0032526
GOBP_RESPONSE_TO_SALT,GO:1902074
GOBP_RESPONSE_TO_SALT_STRESS,GO:0009651
GOBP_RESPONSE_TO_SELENIUM_ION,GO:0010269
GOBP_RESPONSE_TO_SODIUM_ARSENITE,GO:1903935
GOBP_RESPONSE_TO_SODIUM_PHOSPHATE,GO:1904383
GOBP_RESPONSE_TO_SORBITOL,GO:0072708
GOBP_RESPONSE_TO_STARVATION,GO:0042594
GOBP_RESPONSE_TO_STEROID_HORMONE,GO:0048545
GOBP_RESPONSE_TO_STEROL,GO:0036314
GOBP_RESPONSE_TO_STEROL_DEPLETION,GO:0006991
GOBP_RESPONSE_TO_STILBENOID,GO:0035634
GOBP_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION,GO:0014874
GOBP_RESPONSE_TO_SYMBIONT,GO:0009608
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,GO:0009266
GOBP_RESPONSE_TO_TESTOSTERONE,GO:0033574
GOBP_RESPONSE_TO_THYROGLOBULIN_TRIIODOTHYRONINE,GO:1904016
GOBP_RESPONSE_TO_THYROID_HORMONE,GO:0097066
GOBP_RESPONSE_TO_THYROXINE,GO:0097068
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,GO:0035966
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,GO:0009636
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GO:0071559
GOBP_RESPONSE_TO_TUMOR_CELL,GO:0002347
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,GO:0034612
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,GO:0034340
GOBP_RESPONSE_TO_TYPE_III_INTERFERON,GO:0034342
GOBP_RESPONSE_TO_UV,GO:0009411
GOBP_RESPONSE_TO_UV_A,GO:0070141
GOBP_RESPONSE_TO_UV_B,GO:0010224
GOBP_RESPONSE_TO_UV_C,GO:0010225
GOBP_RESPONSE_TO_VASOPRESSIN,GO:1904116
GOBP_RESPONSE_TO_VIRUS,GO:0009615
GOBP_RESPONSE_TO_VITAMIN,GO:0033273
GOBP_RESPONSE_TO_VITAMIN_A,GO:0033189
GOBP_RESPONSE_TO_VITAMIN_D,GO:0033280
GOBP_RESPONSE_TO_VITAMIN_E,GO:0033197
GOBP_RESPONSE_TO_VITAMIN_K,GO:0032571
GOBP_RESPONSE_TO_WATER,GO:0009415
GOBP_RESPONSE_TO_WATER_DEPRIVATION,GO:0009414
GOBP_RESPONSE_TO_WOUNDING,GO:0009611
GOBP_RESPONSE_TO_X_RAY,GO:0010165
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,GO:0009410
GOBP_RESPONSE_TO_YEAST,GO:0001878
GOBP_RESPONSE_TO_ZINC_ION,GO:0010043
GOBP_RESPONSE_TO_ZINC_ION_STARVATION,GO:0120127
GOBP_RETICULOPHAGY,GO:0061709
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE,GO:0060041
GOBP_RETINA_HOMEOSTASIS,GO:0001895
GOBP_RETINA_LAYER_FORMATION,GO:0010842
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,GO:0060042
GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE,GO:0061298
GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,GO:0061299
GOBP_RETINAL_BLOOD_VESSEL_MORPHOGENESIS,GO:0061304
GOBP_RETINAL_CELL_APOPTOTIC_PROCESS,GO:1990009
GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH,GO:0046666
GOBP_RETINAL_CONE_CELL_DIFFERENTIATION,GO:0042670
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE,GO:0031290
GOBP_RETINAL_METABOLIC_PROCESS,GO:0042574
GOBP_RETINAL_PIGMENT_EPITHELIUM_DEVELOPMENT,GO:0003406
GOBP_RETINAL_ROD_CELL_DEVELOPMENT,GO:0046548
GOBP_RETINAL_ROD_CELL_DIFFERENTIATION,GO:0060221
GOBP_RETINOIC_ACID_CATABOLIC_PROCESS,GO:0034653
GOBP_RETINOIC_ACID_METABOLIC_PROCESS,GO:0042573
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,GO:0048384
GOBP_RETINOL_METABOLIC_PROCESS,GO:0042572
GOBP_RETROGRADE_AXONAL_TRANSPORT,GO:0008090
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING,GO:0098917
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,GO:0042147
GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI,GO:0000301
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM,GO:0006890
GOBP_REVERSE_CHOLESTEROL_TRANSPORT,GO:0043691
GOBP_REVERSIBLE_DIFFERENTIATION,GO:0090677
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION,GO:0007266
GOBP_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY,GO:0016056
GOBP_RHOMBOMERE_DEVELOPMENT,GO:0021546
GOBP_RHYTHMIC_BEHAVIOR,GO:0007622
GOBP_RHYTHMIC_PROCESS,GO:0048511
GOBP_RIBOFLAVIN_METABOLIC_PROCESS,GO:0006771
GOBP_RIBOFLAVIN_TRANSPORT,GO:0032218
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,GO:0022613
GOBP_RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY,GO:0032988
GOBP_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION,GO:0071166
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,GO:0071826
GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS,GO:0042454
