Factor,feature,estimate,p,p.adj,Sig,Omic_Layer
Factor3,JAM3,-0.6429686704858372,5.539119335234979e-19,7.981439964315532e-18,Yes,Transcriptome Data
Factor3,JMJD1C,-0.04385449987898105,0.5928764528527128,0.6413635361885686,No,Transcriptome Data
Factor3,JMJD8,-0.3458477975118204,1.3643335873749879e-5,3.1655071632830345e-5,Yes,Transcriptome Data
Factor3,JUB,-0.02975567247500082,0.7168396735551423,0.7557796194431794,No,Transcriptome Data
Factor3,JUN,-0.31298850463970823,9.120117718214322e-5,1.9232639641953442e-4,Yes,Transcriptome Data
Factor3,JUNB,-0.31307601872240504,9.076672136747429e-5,1.914909733491019e-4,Yes,Transcriptome Data
Factor3,JUND,-0.53016358432902,2.5476168573946928e-12,1.2472568090437735e-11,Yes,Transcriptome Data
Factor3,JUP,-0.5057457811069935,3.5033525800509977e-11,1.5010079606045405e-10,Yes,Transcriptome Data
Factor3,KANK1,0.01638149923662926,0.8417622505328329,0.8647263016895584,No,Transcriptome Data
Factor3,KANK2,-0.44366166607133606,1.1599888558852776e-8,3.7540092423471766e-8,Yes,Transcriptome Data
Factor3,KANK3,-0.21541453175706432,0.007899809586772293,0.012741628365761763,Yes,Transcriptome Data
Factor3,KANK4,-0.48260764222366737,3.4918751302816226e-10,1.350843807781276e-9,Yes,Transcriptome Data
Factor3,KAT2A,-0.6392079828258144,1.0251442475134426e-18,1.4159450932506115e-17,Yes,Transcriptome Data
Factor3,KAT2B,0.3020321308126399,1.6390158106487437e-4,3.3724605157381556e-4,Yes,Transcriptome Data
Factor3,KCNA5,-0.5390004371375932,9.359227361968723e-13,4.829322684194388e-12,Yes,Transcriptome Data
Factor3,KCNAB1,-0.34763055485650446,1.2229885773691468e-5,2.8534497838757508e-5,Yes,Transcriptome Data
Factor3,KCNF1,-0.07484159814465875,0.36108039413653115,0.41859540243047894,No,Transcriptome Data
Factor3,KCNH6,-0.6511202397151553,1.415763436101201e-19,2.21221263999251e-18,Yes,Transcriptome Data
Factor3,KCNIP3,-0.07830157395101472,0.3392448135029159,0.3954824125704312,No,Transcriptome Data
Factor3,KCNIP4,0.17669620173881193,0.02998086819362406,0.04362757304078006,Yes,Transcriptome Data
Factor3,KCNJ1,-0.10019973048950667,0.22090451956039006,0.2709819916098995,No,Transcriptome Data
Factor3,KCNJ13,0.044122963990118516,0.5906125172913969,0.6390527129316131,No,Transcriptome Data
Factor3,KCNJ15,0.25938379570632775,0.001299446048486915,0.002365209407511676,Yes,Transcriptome Data
Factor3,KCNJ16,0.07494270070584759,0.3604302268813363,0.4180355217830391,No,Transcriptome Data
Factor3,KCNJ2,-0.21082743103230364,0.009364940480046883,0.014921829955460299,Yes,Transcriptome Data
Factor3,KCNJ8,-0.470923769220172,1.0463411314050914e-9,3.824346240515685e-9,Yes,Transcriptome Data
Factor3,KCNK1,0.32310588397634543,5.199392555611745e-5,1.1234642514286397e-4,Yes,Transcriptome Data
Factor3,KCNK3,-0.1964455681003675,0.015627167542165202,0.02393134386242757,Yes,Transcriptome Data
Factor3,KCNK5,-0.11883952317024875,0.1461280155559646,0.18581894144959896,No,Transcriptome Data
Factor3,KCNMA1,0.12959894891200857,0.11273908719665111,0.1472845062985107,No,Transcriptome Data
Factor3,KCNMB1,-0.5474419116682325,3.497883194661154e-13,1.909324887915477e-12,Yes,Transcriptome Data
Factor3,KCNMB4,-0.033787147702388616,0.6804486819742264,0.7229586506313498,No,Transcriptome Data
Factor3,KCNN3,-0.6065649623722449,1.5289555509158899e-16,1.40529002841534e-15,Yes,Transcriptome Data
Factor3,KCNS1,0.016436645978607323,0.8412365622032343,0.8645802283692028,No,Transcriptome Data
Factor3,KCNS3,0.11808073079807446,0.14873909713381406,0.18894702379803613,No,Transcriptome Data
Factor3,KCNT2,-0.4506950308953534,6.3624735574183135e-9,2.135094405392884e-8,Yes,Transcriptome Data
Factor3,KCTD10,-0.3695311708891624,3.019304557657343e-6,7.521934622962986e-6,Yes,Transcriptome Data
Factor3,KCTD12,-0.13650491359862515,0.09466359372473059,0.12578290352421365,No,Transcriptome Data
Factor3,KCTD14,0.3520798888027627,9.281383570544091e-6,2.1828277447187422e-5,Yes,Transcriptome Data
Factor3,KCTD20,-0.3941880902541841,5.502765789375046e-7,1.4928827426410868e-6,Yes,Transcriptome Data
Factor3,KCTD3,-0.12745471287224558,0.11886808285077109,0.15429398085510268,No,Transcriptome Data
Factor3,KCTD9,0.3313550091486053,3.239383059756702e-5,7.163606943292132e-5,Yes,Transcriptome Data
Factor3,KDELC2,-0.06124338672622138,0.45505197963175237,0.5123305332489894,No,Transcriptome Data
Factor3,KDELR2,0.3062590846440175,1.3108291852306656e-4,2.7229521920038753e-4,Yes,Transcriptome Data
Factor3,KDELR3,0.12883812865857636,0.11488492136768298,0.14974572649593715,No,Transcriptome Data
Factor3,KDSR,-0.10044308565027577,0.21977951075170013,0.26993307633468455,No,Transcriptome Data
Factor3,KHDRBS1,0.14922767152994246,0.06743618063092797,0.09222672405761484,No,Transcriptome Data
Factor3,KHDRBS3,-0.14859899347517072,0.06861222289306926,0.09370694194628415,No,Transcriptome Data
Factor3,KHK,0.5131180892023005,1.6228474619565558e-11,7.206249831068188e-11,Yes,Transcriptome Data
Factor3,KHSRP,-0.48991293796333985,1.7211083044576966e-10,6.857005197042616e-10,Yes,Transcriptome Data
Factor3,KIAA0114,0.15171870295547094,0.06293669791258179,0.0866907556776757,No,Transcriptome Data
Factor3,KIAA0194,-0.3850085909551269,1.054132868188089e-6,2.7813532142165936e-6,Yes,Transcriptome Data
Factor3,KIAA0196,0.5626360737136777,5.541100749510142e-14,3.3140554721950614e-13,Yes,Transcriptome Data
Factor3,KIAA0261,0.2957709413606847,2.2679204397239633e-4,4.592791493973194e-4,Yes,Transcriptome Data
Factor3,KIAA0367,0.38082742540895426,1.4082466945046367e-6,3.642645355676763e-6,Yes,Transcriptome Data
Factor3,KIAA0528,-0.2799890689713053,4.979056747889018e-4,9.679348265725152e-4,Yes,Transcriptome Data
Factor3,KIAA0664,-0.12941593104716384,0.11325239617853457,0.147887694147995,No,Transcriptome Data
Factor3,KIAA0672,-0.5249406550115454,4.542624606604351e-12,2.15290265715846e-11,Yes,Transcriptome Data
Factor3,KIAA0907,-0.27314696638515223,6.904094883220499e-4,0.0013075937278826703,Yes,Transcriptome Data
Factor3,KIAA0913,-0.5966620338742719,6.245237603703955e-16,5.077428946100777e-15,Yes,Transcriptome Data
Factor3,KIAA1191,0.5170627379030535,1.0669405234576367e-11,4.836539090923104e-11,Yes,Transcriptome Data
Factor3,KIAA1244,-0.031215263483661344,0.703585547168262,0.7446925774431224,No,Transcriptome Data
Factor3,KIAA1310,-0.5735940378285306,1.3825190947911498e-14,8.954139214968587e-14,Yes,Transcriptome Data
Factor3,KIAA1324L,-0.09040925863154799,0.26959391791586085,0.32410906217343216,No,Transcriptome Data
Factor3,KIAA1530,-0.5879941453353641,2.058288723888297e-15,1.5224029022842434e-14,Yes,Transcriptome Data
Factor3,KIAA1598,0.23061601946195665,0.004388278378953034,0.007397637186367218,Yes,Transcriptome Data
Factor3,KIAA1618,-0.19270828937526366,0.017757996287672644,0.026930537287947597,Yes,Transcriptome Data
Factor3,KIAA1644,-0.18994501296245958,0.01949146907260692,0.029275261448793815,Yes,Transcriptome Data
Factor3,KIAA1671,-0.34023880443173915,1.916403163321945e-5,4.3633951806055216e-5,Yes,Transcriptome Data
Factor3,KIAA1715,-0.14493455650972417,0.07580326814274081,0.1029096770876199,No,Transcriptome Data
Factor3,KIAA1751,-0.5570428323444329,1.1038101380184974e-13,6.300286175904666e-13,Yes,Transcriptome Data
Factor3,KIAA1862,-0.27364106239059843,6.744923912630831e-4,0.0012784162078526972,Yes,Transcriptome Data
Factor3,KIAA1949,-0.48515107678664815,2.7346761875711557e-10,1.0682328857699826e-9,Yes,Transcriptome Data
Factor3,KIF12,-0.27423985923112043,6.556552244496968e-4,0.001245072587257305,Yes,Transcriptome Data
Factor3,KIF13B,-0.13231421292057113,0.10533499971467276,0.13870744710604524,No,Transcriptome Data
Factor3,KIF1B,-0.25509187416654444,0.0015720819892832273,0.002829521219012288,Yes,Transcriptome Data
Factor3,KIF20A,-0.25988621411593277,0.0012705302069228887,0.0023159500673038437,Yes,Transcriptome Data
Factor3,KIF21A,0.4466369621629882,9.012346461655313e-9,2.9665393224671864e-8,Yes,Transcriptome Data
Factor3,KIF5C,-0.537772228873835,1.0775655371256928e-12,5.520315251668508e-12,Yes,Transcriptome Data
Factor3,KIFC2,-0.2773773169570459,5.646322850726495e-4,0.0010849967045977124,Yes,Transcriptome Data
Factor3,KISS1R,0.10711502349340205,0.1905061399146515,0.23694793521722823,No,Transcriptome Data
Factor3,KIT,-0.27030543913509136,7.888540073098619e-4,0.0014816942286060516,Yes,Transcriptome Data
Factor3,KL,0.33850021334163627,2.126443407886693e-5,4.8131358259092196e-5,Yes,Transcriptome Data
Factor3,KLF10,0.19737680731853852,0.015132228366635568,0.02321606070364463,Yes,Transcriptome Data
Factor3,KLF15,-0.06907807629371612,0.39934076458765866,0.4572255147557347,No,Transcriptome Data
Factor3,KLF2,-0.5180314597909442,9.617278626789224e-12,4.3834451352731193e-11,Yes,Transcriptome Data
Factor3,KLF4,0.11541678428970609,0.15818557144746034,0.1996788329303968,No,Transcriptome Data
Factor3,KLF6,-0.28618836785201585,3.6758507238175947e-4,7.27027437463923e-4,Yes,Transcriptome Data
Factor3,KLF9,-0.3066363207122409,1.2847370251078483e-4,2.673193976504054e-4,Yes,Transcriptome Data
Factor3,KLHDC2,0.3775631676917585,1.7606564292410158e-6,4.498355721106325e-6,Yes,Transcriptome Data
Factor3,KLHL28,-0.4881334037518954,2.0479594031702203e-10,8.08086093559473e-10,Yes,Transcriptome Data
Factor3,KLHL3,-0.5654763500922786,3.8855204690096754e-14,2.3750125116196057e-13,Yes,Transcriptome Data
Factor3,KLHL5,-0.19316943646909418,0.01748212505370395,0.02656050600684283,Yes,Transcriptome Data
Factor3,KLHL9,0.10812227901373109,0.18634616378430424,0.23229389651496413,No,Transcriptome Data
Factor3,KLKB1,-0.015398116191179213,0.851147897694031,0.8717205015301425,No,Transcriptome Data
Factor3,KLRAQ1,0.09661381302315382,0.23795735834197776,0.2901211391635915,No,Transcriptome Data
Factor3,KLRB1,0.21416057923967302,0.008278639121000391,0.013279818930061584,Yes,Transcriptome Data
Factor3,KMO,0.05402455824457559,0.5100051662644312,0.5645397014217746,No,Transcriptome Data
Factor3,KNG1,-0.039699245557159896,0.6284074817745142,0.6736786897239646,No,Transcriptome Data
Factor3,KNTC1,-0.20753596911995165,0.01055929007277655,0.016649779364201433,Yes,Transcriptome Data
Factor3,KRBA1,-0.37903320470726237,1.5926602243035967e-6,4.094242221860146e-6,Yes,Transcriptome Data
Factor3,KRCC1,-0.047093820343222466,0.5658267905403387,0.6163690528761859,No,Transcriptome Data
Factor3,KRT18P13,0.05134707099559389,0.5312274519091413,0.5841515855609647,No,Transcriptome Data
Factor3,KRT19,-0.18908722116443774,0.02005852619365842,0.030045725275102488,Yes,Transcriptome Data
Factor3,KRT7,-0.04653775373906756,0.5704282218448558,0.6202774811138686,No,Transcriptome Data
Factor3,KRT8,0.014832924072345936,0.8565517785615555,0.8761781695596926,No,Transcriptome Data
Factor3,KRT80,0.05157865002134364,0.5293745516484916,0.5822421377568099,No,Transcriptome Data
Factor3,KRT86,0.03193258082068217,0.6971040294732287,0.7386141443878245,No,Transcriptome Data
Factor3,KRTCAP2,-0.422022129880421,6.773224130072744e-8,2.031560926836456e-7,Yes,Transcriptome Data
Factor3,KSR1,0.25340757731550545,0.0016926237448362557,0.0030171546253765697,Yes,Transcriptome Data
Factor3,KTELC1,-0.3709279942102535,2.751828572060656e-6,6.8830129366199505e-6,Yes,Transcriptome Data
Factor3,KTN1,0.2797189346412198,5.044533765600284e-4,9.787609168801482e-4,Yes,Transcriptome Data
Factor3,KYNU,0.48697808362157424,2.2914733753895895e-10,9.007100864939201e-10,Yes,Transcriptome Data
Factor3,LACTB,0.6518291953592782,1.2548928814794842e-19,1.991893462665848e-18,Yes,Transcriptome Data
Factor3,LACTB2,0.6496947276912782,1.8026021461995056e-19,2.7562723948004672e-18,Yes,Transcriptome Data
Factor3,LAD1,-0.08696214895446112,0.2883529778955801,0.3431956413896455,No,Transcriptome Data
Factor3,LAG3,-0.12484729326588691,0.12666579380132162,0.1634397339371892,No,Transcriptome Data
Factor3,LAMA1,-0.018772586969986686,0.8190363022185028,0.8453872993449827,No,Transcriptome Data
Factor3,LAMA4,-0.5325567129935457,1.9480653115065124e-12,9.643887680725309e-12,Yes,Transcriptome Data
Factor3,LAMA5,-0.6206199687834404,1.903756716322537e-17,2.0693007786114533e-16,Yes,Transcriptome Data
Factor3,LAMB1,-0.6193402478788889,2.3113997203097422e-17,2.474732034592872e-16,Yes,Transcriptome Data
Factor3,LAMB2,-0.6533789102730211,9.629699917947047e-20,1.5734803787495172e-18,Yes,Transcriptome Data
Factor3,LAMB3,-0.048352123747415224,0.5554800046868976,0.6068166972764886,No,Transcriptome Data
Factor3,LAMC2,-0.08566522412431266,0.29563109386795827,0.3507725366254844,No,Transcriptome Data
Factor3,LAMC3,-0.48829339702534114,2.0162755413599196e-10,7.969468542924583e-10,Yes,Transcriptome Data
Factor3,LANCL1,0.47001556194699723,1.1375634227897864e-9,4.139604886425715e-9,Yes,Transcriptome Data
Factor3,LAP3,0.39624580827118644,4.74370803717043e-7,1.2960950921230683e-6,Yes,Transcriptome Data
Factor3,LAPTM4B,0.17756327634673688,0.029171189927240177,0.042523600477026496,Yes,Transcriptome Data
Factor3,LAPTM5,-0.2832116747812097,4.2561496106325653e-4,8.360384328010603e-4,Yes,Transcriptome Data
Factor3,LARGE,-0.7536707488375974,5.988900427998939e-29,5.444454934544489e-27,Yes,Transcriptome Data
Factor3,LARP1B,0.10520694101827582,0.19857133522488982,0.24606113410767014,No,Transcriptome Data
Factor3,LARP6,-0.05989901951221417,0.4650287988963142,0.522152255666196,No,Transcriptome Data
Factor3,LASP1,-0.5084102450708149,2.6583902024285073e-11,1.1588449007970826e-10,Yes,Transcriptome Data
Factor3,LASS2,0.11149578666454289,0.1728977666693415,0.2169901690127278,No,Transcriptome Data
Factor3,LASS6,-0.05346007798176999,0.5144425298227904,0.5690735949367149,No,Transcriptome Data
Factor3,LAT2,-0.12769026702147895,0.11818240283160583,0.15360333094827894,No,Transcriptome Data
Factor3,LAYN,-0.19028193669982427,0.0192725620832777,0.028990015167385228,Yes,Transcriptome Data
Factor3,LBH,-0.5771442625910367,8.719551720912105e-15,5.867800619725507e-14,Yes,Transcriptome Data
Factor3,LCOR,-0.33799318101470066,2.1916704593635114e-5,4.945104827083735e-5,Yes,Transcriptome Data
Factor3,LCP1,-0.11610612948094948,0.15569905664262199,0.19678849423991657,No,Transcriptome Data
Factor3,LDB2,-0.33542163637303074,2.5525372207196613e-5,5.7206123279239384e-5,Yes,Transcriptome Data
Factor3,LDHA,0.5792382941688331,6.626538084914543e-15,4.532515789955228e-14,Yes,Transcriptome Data
Factor3,LDHD,0.332449751238213,3.0391053821051204e-5,6.75957602781388e-5,Yes,Transcriptome Data
Factor3,LDLR,-0.5307626806080611,2.382580670221521e-12,1.1713769273458805e-11,Yes,Transcriptome Data
Factor3,LEAP2,0.3920642899899876,6.407062039420136e-7,1.730702873965461e-6,Yes,Transcriptome Data
Factor3,LEF1,-0.2933726866780982,2.563358931259927e-4,5.153516146481559e-4,Yes,Transcriptome Data
Factor3,LEFTY1,-0.1865082566000183,0.02185004081558934,0.032543998831679084,Yes,Transcriptome Data
Factor3,LEP,-0.5914212089367411,1.2899400036275789e-15,9.877029124254049e-15,Yes,Transcriptome Data
Factor3,LEPR,0.07615382072331275,0.35269842374241644,0.4097332989572681,No,Transcriptome Data
Factor3,LEPREL1,-0.302527409930076,1.596942510848245e-4,3.2913077305198784e-4,Yes,Transcriptome Data
Factor3,LEPREL2,-0.5079296449352728,2.7945761619283875e-11,1.213977481289482e-10,Yes,Transcriptome Data
Factor3,LEPROT,-0.13039274177886465,0.11053372466242153,0.14456411805181996,No,Transcriptome Data
Factor3,LEPROTL1,0.41078259661480127,1.614861824203763e-7,4.6484220616112926e-7,Yes,Transcriptome Data
Factor3,LETMD1,0.4663373688614387,1.5919068012861661e-9,5.701671924377386e-9,Yes,Transcriptome Data
Factor3,LFNG,-0.41504594307103754,1.1657995755070843e-7,3.4207734023095194e-7,Yes,Transcriptome Data
Factor3,LGALS1,-0.21764195704236008,0.007264639775471811,0.011812422399141155,Yes,Transcriptome Data
Factor3,LGALS2,0.36597652466321645,3.815761501097474e-6,9.347774377994791e-6,Yes,Transcriptome Data
Factor3,LGALS3,0.16520738752963515,0.04264357391573302,0.06024805582895313,No,Transcriptome Data
Factor3,LGALS3BP,-0.36413565096723366,4.302909186969035e-6,1.0505149382248621e-5,Yes,Transcriptome Data
Factor3,LGALS4,-0.014419262229043047,0.8605110954563079,0.879868195763096,No,Transcriptome Data
Factor3,LGI4,-0.1441190645571137,0.0774836479476547,0.10482095231013894,No,Transcriptome Data
Factor3,LGMN,0.13069898494885668,0.10969197341167419,0.14365109142440308,No,Transcriptome Data
Factor3,LHCGR,0.2088100464101703,0.01008193273992937,0.01596758432044563,Yes,Transcriptome Data
Factor3,LHFP,-0.5327812495939064,1.899428402654759e-12,9.421767870311305e-12,Yes,Transcriptome Data
Factor3,LHFPL2,0.033231605766386306,0.6854221295051675,0.7274698890948498,No,Transcriptome Data
Factor3,LHPP,-0.12850897678451637,0.11582306812780523,0.15085057062751397,No,Transcriptome Data
Factor3,LHX6,-0.4408383369460575,1.4706291223126725e-8,4.6984955984430435e-8,Yes,Transcriptome Data
Factor3,LIFR,0.1839266822812856,0.02377972924458837,0.03522922851050129,Yes,Transcriptome Data
Factor3,LILRB3,-0.6088894584147262,1.0910464538017273e-16,1.0292891073601201e-15,Yes,Transcriptome Data
Factor3,LIMA1,0.17239062182445783,0.03429030372136439,0.04942390274050792,Yes,Transcriptome Data
Factor3,LIMCH1,-0.3786451312152138,1.6354636457621895e-6,4.201941840438794e-6,Yes,Transcriptome Data
Factor3,LIME1,0.23064093559995838,0.0043839170307882645,0.007392777454954915,Yes,Transcriptome Data
Factor3,LIMS1,-0.2453574894886614,0.0023933894325956218,0.004176944908543843,Yes,Transcriptome Data
Factor3,LIMS2,-0.6318832599164664,3.3190769394325254e-18,4.1179614633157886e-17,Yes,Transcriptome Data
Factor3,LIN7A,0.27696525299703345,5.758832156438564e-4,0.0011044940844722984,Yes,Transcriptome Data
Factor3,LINCR,0.35630781590417737,7.113383692643267e-6,1.6977049385783454e-5,Yes,Transcriptome Data
Factor3,LIPA,0.4554647081345979,4.201001876153085e-9,1.4377145366711447e-8,Yes,Transcriptome Data
Factor3,LIPC,0.12338543350763514,0.1312068536545641,0.16868970642139897,No,Transcriptome Data
Factor3,LIPG,-0.3082307698417078,1.1797151382295983e-4,2.465959737102003e-4,Yes,Transcriptome Data
Factor3,LITAF,0.3706801795731981,2.7975784569899256e-6,6.990450917016305e-6,Yes,Transcriptome Data
Factor3,LMBR1,0.4956627003557723,9.746178243349284e-11,3.978031936060932e-10,Yes,Transcriptome Data
Factor3,LMBRD1,0.5872432663825906,2.278513875816567e-15,1.6704647183405917e-14,Yes,Transcriptome Data
Factor3,LMCD1,-0.38201962416269347,1.2971512795507987e-6,3.3709752587078966e-6,Yes,Transcriptome Data
Factor3,LMF2,-0.4085340132627339,1.9141863248347687e-7,5.46286051608096e-7,Yes,Transcriptome Data
Factor3,LMNA,-0.7251837899407313,6.375350228368596e-26,2.8978864674402707e-24,Yes,Transcriptome Data
Factor3,LMO4,-0.19036001110799664,0.01922213997519536,0.028931577325700425,Yes,Transcriptome Data
Factor3,LMOD3,-0.5420932641733309,6.546613515956755e-13,3.4455860610298713e-12,Yes,Transcriptome Data
Factor3,LMTK3,-0.3464187788075895,1.3174656514120089e-5,3.0638736079349044e-5,Yes,Transcriptome Data
Factor3,LOC100008588,0.06529925387180587,0.42568719594327376,0.48248277647030574,No,Transcriptome Data
Factor3,LOC100101266,0.2514687499959871,0.0018417621035091837,0.0032620653622195957,Yes,Transcriptome Data
Factor3,LOC100127975,-0.37560998551604596,2.0100729400138216e-6,5.104298984291065e-6,Yes,Transcriptome Data
Factor3,LOC100128060,0.4585941742140191,3.1883028219896556e-9,1.1078189096558914e-8,Yes,Transcriptome Data
Factor3,LOC100128062,-0.5837582219228185,3.6396606224237266e-15,2.5960489460939563e-14,Yes,Transcriptome Data
Factor3,LOC100128084,-0.6016828584939218,3.0784471713376164e-16,2.672263169563903e-15,Yes,Transcriptome Data
Factor3,LOC100128086,0.5404556083242932,7.914161738085538e-13,4.130564581464268e-12,Yes,Transcriptome Data
Factor3,LOC100128098,-0.5233489020009343,5.407610858024698e-12,2.5387844403871824e-11,Yes,Transcriptome Data
Factor3,LOC100128126,-0.4663994090710122,1.5829614132436268e-9,5.673696821661745e-9,Yes,Transcriptome Data
Factor3,LOC100128196,0.29908673136129016,1.9113133004616513e-4,3.903826185583438e-4,Yes,Transcriptome Data
Factor3,LOC100128252,0.10121576832502507,0.21623446378928327,0.2659710501713201,No,Transcriptome Data
Factor3,LOC100128266,0.5407984629880207,7.606646119172845e-13,3.974214273340045e-12,Yes,Transcriptome Data
Factor3,LOC100128288,-0.5711444974787953,1.894041794680628e-14,1.206396047567279e-13,Yes,Transcriptome Data
Factor3,LOC100128353,0.4686582786143747,1.288340597026578e-9,4.654409671338793e-9,Yes,Transcriptome Data
Factor3,LOC100128505,-0.6051815743317283,1.8665792990750457e-16,1.6907421187273965e-15,Yes,Transcriptome Data
Factor3,LOC100128510,-0.5299118393706809,2.620230211840269e-12,1.2794092831251314e-11,Yes,Transcriptome Data
Factor3,LOC100128771,0.026708548127064184,0.7447792795754776,0.7808047148758656,No,Transcriptome Data
Factor3,LOC100128899,-0.22460047292895519,0.005562479972308232,0.009230799821288138,Yes,Transcriptome Data
Factor3,LOC100128936,0.4404502828132301,1.5191254221186632e-8,4.841062530652209e-8,Yes,Transcriptome Data
Factor3,LOC100129028,-0.04360435105434288,0.5949894736509946,0.6429838050159661,No,Transcriptome Data
Factor3,LOC100129034,-0.11799714669322653,0.14902886103098253,0.18926703204341191,No,Transcriptome Data
Factor3,LOC100129118,0.5818389611162629,4.699473428986704e-15,3.290947779402454e-14,Yes,Transcriptome Data
Factor3,LOC100129159,0.41072140971075455,1.6223780433526086e-7,4.667370665571371e-7,Yes,Transcriptome Data
Factor3,LOC100129269,-0.5357271904921517,1.3608297054974373e-12,6.872877300492107e-12,Yes,Transcriptome Data
Factor3,LOC100129362,-0.5976463015245614,5.441830758915815e-16,4.4899593720427516e-15,Yes,Transcriptome Data
Factor3,LOC100129379,0.39557841307081704,4.978213020926359e-7,1.3542472853444936e-6,Yes,Transcriptome Data
Factor3,LOC100129502,-0.49730398712418933,8.269684752965581e-11,3.400363796449663e-10,Yes,Transcriptome Data
Factor3,LOC100129552,0.1355716843764479,0.09696252255210772,0.12856340831623936,No,Transcriptome Data
Factor3,LOC100129553,0.43513935450226854,2.3587052922316052e-8,7.343416227371125e-8,Yes,Transcriptome Data
Factor3,LOC100129599,0.4383272607226783,1.8128851802159526e-8,5.715274843051553e-8,Yes,Transcriptome Data
Factor3,LOC100129650,-0.012664273148109204,0.8773462393884587,0.8952512646821007,No,Transcriptome Data
Factor3,LOC100129657,0.4703093571907665,1.1072452412798572e-9,4.035150296209392e-9,Yes,Transcriptome Data
Factor3,LOC100129681,-0.2591176401829696,0.0013150066083530457,0.0023917908482230734,Yes,Transcriptome Data
Factor3,LOC100129685,0.5932638502157027,1.0010610332480594e-15,7.820789322250464e-15,Yes,Transcriptome Data
Factor3,LOC100129742,0.25000335504150134,0.0019623071853407037,0.003463302480304807,Yes,Transcriptome Data
Factor3,LOC100129882,0.4046607150107384,2.558171835534193e-7,7.19800741568428e-7,Yes,Transcriptome Data
Factor3,LOC100129902,0.4546553500997626,4.509604755183566e-9,1.5359689220652473e-8,Yes,Transcriptome Data
Factor3,LOC100130003,0.42024385458257507,7.78785152039707e-8,2.3261205258055765e-7,Yes,Transcriptome Data
Factor3,LOC100130053,-0.5089219363415971,2.5204647661248455e-11,1.100639635862378e-10,Yes,Transcriptome Data
Factor3,LOC100130070,0.45364621563289886,4.9250516466347995e-9,1.668377929076829e-8,Yes,Transcriptome Data
Factor3,LOC100130154,0.09962717457976876,0.22356749705197437,0.2739182939514085,No,Transcriptome Data
Factor3,LOC100130168,-0.6297995195094236,4.609949835182045e-18,5.514294061222542e-17,Yes,Transcriptome Data
Factor3,LOC100130178,0.6753250968536261,1.9056867136858378e-21,4.086089356835175e-20,Yes,Transcriptome Data
Factor3,LOC100130179,0.05959178020839982,0.46732566764624384,0.5243779933193939,No,Transcriptome Data
Factor3,LOC100130276,-0.4431214905577077,1.2140664450748002e-8,3.9138183271270155e-8,Yes,Transcriptome Data
Factor3,LOC100130511,0.5451359496047511,4.589388575416133e-13,2.4700692009774663e-12,Yes,Transcriptome Data
Factor3,LOC100130561,0.21317678070583077,0.008587026816123559,0.013748041652455266,Yes,Transcriptome Data
Factor3,LOC100130562,0.45014536983635506,6.6714987364188425e-9,2.2297789894448003e-8,Yes,Transcriptome Data
Factor3,LOC100130633,0.5913573086852312,1.3012938800358119e-15,9.933541068975664e-15,Yes,Transcriptome Data
Factor3,LOC100130775,0.5265036628627723,3.824643351392018e-12,1.833481951769903e-11,Yes,Transcriptome Data
Factor3,LOC100130932,0.5889425920173268,1.8095996624375764e-15,1.3565214860851398e-14,Yes,Transcriptome Data
Factor3,LOC100131096,-0.5969541232064047,5.99546658595359e-16,4.8823017800925e-15,Yes,Transcriptome Data
Factor3,LOC100131187,0.6760866244909185,1.6531093383158842e-21,3.578158740943473e-20,Yes,Transcriptome Data
Factor3,LOC100131196,0.3095862535827935,1.0967928048707831e-4,2.2955060796793286e-4,Yes,Transcriptome Data
Factor3,LOC100131205,0.42344278904136673,6.054980343389663e-8,1.8248885905333523e-7,Yes,Transcriptome Data
Factor3,LOC100131277,-0.33150991097519483,3.210309533231454e-5,7.108745644888073e-5,Yes,Transcriptome Data
Factor3,LOC100131387,0.3648943316875125,4.095395285212606e-6,1.0018090228015182e-5,Yes,Transcriptome Data
Factor3,LOC100131541,-0.4540474972231784,4.7556154018006195e-9,1.617556259115857e-8,Yes,Transcriptome Data
Factor3,LOC100131551,-0.32984009818068044,3.537068005998558e-5,7.780615939284114e-5,Yes,Transcriptome Data
Factor3,LOC100131609,0.12378520173884297,0.1299527966166533,0.1672494164950493,No,Transcriptome Data
Factor3,LOC100131672,0.4165866341614338,1.0351417543817523e-7,3.055318047171642e-7,Yes,Transcriptome Data
Factor3,LOC100131713,-0.28494608393627846,3.9085024678551557e-4,7.706037988673414e-4,Yes,Transcriptome Data
Factor3,LOC100131718,-0.5332887286286673,1.7938068120594114e-12,8.924412000295579e-12,Yes,Transcriptome Data
Factor3,LOC100131787,-0.1735732414605212,0.03305740481553204,0.047715653602095905,Yes,Transcriptome Data
Factor3,LOC100131866,-0.035635511995918544,0.6640011415790656,0.7071364660053947,No,Transcriptome Data
Factor3,LOC100131905,0.5318917577918186,2.099300406935079e-12,1.0372037583671339e-11,Yes,Transcriptome Data
Factor3,LOC100131971,0.45777689106739117,3.427370056879533e-9,1.1859411961520876e-8,Yes,Transcriptome Data
Factor3,LOC100131989,-0.5005331159471876,5.970502894602494e-11,2.498118365942466e-10,Yes,Transcriptome Data
Factor3,LOC100132060,0.27116102660951785,7.579339316857417e-4,0.0014273708694646735,Yes,Transcriptome Data
